playerID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,BA,inducted
crookto01,11,28,3,6,2,0,0,3.0,1.0,0.0,3,0.0,0.0,0.0,2.0,0.0,0.0,0.21428571428571427,N
crosbbo01,747,2559,329,605,146,8,62,276.0,34.0,13.0,241,516.0,4.0,16.0,14.0,16.0,79.0,0.23642047674872999,N
crosbbu01,205,250,32,54,5,2,4,20.0,9.0,2.0,10,51.0,0.0,3.0,6.0,0.0,1.0,0.216,N
crosbca01,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,N
crosbed01,297,677,67,149,22,4,0,44.0,1.0,7.0,55,74.0,3.0,5.0,10.0,3.0,17.0,0.22008862629246675,N
crosbge01,3,13,1,4,0,0,1,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,N
crosbke01,16,2,1,1,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,N
crosefr01,1683,6277,1006,1541,260,65,98,649.0,113.0,62.0,792,799.0,0.0,114.0,90.0,0.0,59.0,0.245499442408794,N
crossam01,117,441,62,118,16,7,1,56.0,13.0,0.0,45,0.0,0.0,2.0,0.0,0.0,0.0,0.2675736961451247,N
crosscl01,45,164,23,37,4,1,0,5.0,0.0,0.0,10,0.0,0.0,3.0,0.0,0.0,0.0,0.22560975609756098,N
crossfr01,1,5,0,3,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,N
crossfr02,55,116,8,17,1,1,0,7.0,4.0,0.0,12,11.0,0.0,3.0,4.0,0.0,0.0,0.14655172413793102,N
crossje01,119,142,22,23,4,0,0,10.0,4.0,0.0,20,18.0,0.0,0.0,1.0,0.0,3.0,0.1619718309859155,N
crossla01,2275,9072,1333,2645,411,135,47,1371.0,301.0,0.0,464,90.0,0.0,31.0,143.0,0.0,0.0,0.2915564373897707,N
crossle01,12,32,4,8,1,1,0,4.0,0.0,0.0,3,5.0,0.0,0.0,0.0,0.0,0.0,0.25,N
crossmo01,1682,5821,718,1364,232,68,31,621.0,328.0,0.0,616,100.0,0.0,82.0,192.0,0.0,0.0,0.23432399931283285,N
crothdo01,22,66,13,10,0,0,0,0.0,0.0,0.0,8,0.0,0.0,1.0,0.0,0.0,0.0,0.15151515151515152,N
crottjo01,87,308,34,56,7,3,1,9.0,3.0,0.0,11,0.0,0.0,4.0,0.0,0.0,0.0,0.18181818181818182,N
crottmi01,15,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,N
croucbi01,1,3,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
croucbi02,50,41,4,3,0,0,0,1.0,0.0,0.0,4,10.0,0.0,0.0,5.0,0.0,3.0,0.07317073170731707,N
croucfr01,296,935,94,235,37,5,7,86.0,4.0,2.0,56,128.0,0.0,3.0,22.0,0.0,23.0,0.25133689839572193,N
croucja01,43,72,7,9,1,0,1,8.0,1.0,0.0,3,13.0,0.0,2.0,0.0,0.0,0.0,0.125,N
croucza01,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,N
crousbu01,470,1306,128,342,54,6,8,160.0,14.0,10.0,114,68.0,0.0,10.0,37.0,0.0,0.0,0.26186830015313933,N
crousri01,111,4,1,2,0,0,0,0.0,0.0,0.0,1,1.0,0.0,0.0,3.0,0.0,0.0,0.5,N
crowaa01,254,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,N
crowdal01,403,847,66,164,18,5,0,59.0,0.0,1.0,37,77.0,0.0,0.0,44.0,0.0,0.0,0.1936245572609209,N
crowde01,32,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,N
crowdo01,4,4,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,N
crowebi01,64,217,20,27,3,0,0,9.0,7.0,0.0,14,0.0,0.0,1.0,0.0,0.0,0.0,0.12442396313364056,N
croweca01,19,34,2,5,0,0,0,3.0,0.0,0.0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.14705882352941177,N
crowege01,702,1727,215,467,70,12,81,299.0,3.0,2.0,159,246.0,18.0,10.0,5.0,14.0,33.0,0.2704111175448755,N
croweji01,10,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
crowetr01,265,818,94,196,41,7,4,68.0,35.0,8.0,60,160.0,1.0,4.0,9.0,3.0,24.0,0.2396088019559902,N
crowlbi01,521,2057,263,540,83,22,8,225.0,0.0,0.0,102,178.0,0.0,0.0,0.0,0.0,0.0,0.2625182304326689,N
crowled01,2,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
crowljo01,48,168,26,41,7,3,0,19.0,0.0,0.0,15,21.0,0.0,0.0,0.0,0.0,0.0,0.24404761904761904,N
crowlte01,865,1518,174,379,62,1,42,229.0,3.0,0.0,222,181.0,21.0,7.0,6.0,15.0,55.0,0.24967061923583664,N
crowswo01,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
crozier01,14,33,5,5,2,0,2,4.0,0.0,0.0,6,19.0,0.0,0.0,0.0,0.0,0.0,0.15151515151515152,N
crucefr01,19,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,N
crudami01,71,2,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,N
cruiswa01,736,2321,293,644,83,39,30,272.0,49.0,15.0,238,250.0,0.0,12.0,79.0,0.0,0.0,0.2774666092201637,N
crumca01,2,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
crumlge01,6,12,0,1,0,0,0,1.0,0.0,0.0,0,1.0,0.0,0.0,2.0,0.0,0.0,0.08333333333333333,N
crumpbu01,1,4,0,0,0,0,0,1.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,N
crumpro01,7,11,1,3,1,1,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,N
crutcdi01,47,67,5,11,1,0,0,4.0,1.0,0.0,5,18.0,0.0,0.0,2.0,0.0,0.0,0.16417910447761194,N
cruthpr01,7,27,1,6,1,1,0,0.0,0.0,1.0,0,4.0,0.0,0.0,1.0,0.0,0.0,0.2222222222222222,N
cruzde01,1234,4124,442,1109,250,16,70,464.0,16.0,28.0,132,429.0,12.0,24.0,63.0,32.0,117.0,0.268913676042677,N
cruzen01,61,72,6,6,1,0,0,2.0,0.0,0.0,4,30.0,0.0,1.0,0.0,0.0,2.0,0.08333333333333333,N
cruzfa01,39,89,7,17,2,0,0,5.0,1.0,1.0,8,22.0,0.0,0.0,3.0,2.0,2.0,0.19101123595505617,N
cruzhe01,624,1607,186,361,71,9,39,200.0,7.0,8.0,176,317.0,15.0,4.0,10.0,9.0,47.0,0.22464219041692596,N
cruzhe02,171,280,32,64,7,3,8,34.0,1.0,4.0,25,31.0,4.0,1.0,1.0,3.0,3.0,0.22857142857142856,N
cruziv01,41,55,5,15,1,0,2,8.0,0.0,0.0,3,17.0,0.0,0.0,0.0,0.0,1.0,0.2727272727272727,N
cruzja01,409,729,95,176,38,2,19,105.0,4.0,8.0,85,207.0,3.0,16.0,4.0,8.0,20.0,0.24142661179698216,N
cruzjo01,2353,7917,1036,2251,391,94,165,1077.0,317.0,136.0,898,1031.0,142.0,7.0,27.0,82.0,119.0,0.2843248705317671,N
cruzjo02,1388,4724,713,1167,252,36,204,624.0,113.0,39.0,658,1147.0,37.0,5.0,23.0,38.0,73.0,0.24703640982218458,N
cruzju01,1156,3859,557,916,113,27,23,279.0,343.0,78.0,478,508.0,3.0,14.0,56.0,30.0,64.0,0.23736719357346464,N
cruzju02,450,70,2,8,1,1,0,2.0,0.0,0.0,4,28.0,0.0,0.0,7.0,0.0,2.0,0.11428571428571428,N
cruzlu01,195,610,57,143,27,1,7,57.0,4.0,2.0,24,78.0,3.0,9.0,6.0,3.0,18.0,0.23442622950819672,N
cruzne01,204,33,1,3,1,0,0,2.0,0.0,0.0,1,12.0,0.0,0.0,4.0,0.0,0.0,0.09090909090909091,N
cruzne02,1270,4683,677,1287,252,12,284,795.0,74.0,30.0,426,1174.0,41.0,36.0,2.0,34.0,95.0,0.27482383087764256,N
cruzrh01,72,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,N
cruzto01,7,2,2,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
cruzto02,544,1526,133,336,58,6,34,154.0,9.0,24.0,59,317.0,4.0,7.0,30.0,12.0,41.0,0.22018348623853212,N
cruzto03,263,595,49,130,32,3,5,59.0,0.0,5.0,32,120.0,3.0,3.0,4.0,4.0,24.0,0.2184873949579832,N
cruzvi01,187,4,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,N
cubbami01,703,1951,218,503,74,20,34,251.0,6.0,15.0,215,233.0,21.0,5.0,31.0,19.0,32.0,0.25781650435674014,N
cubilda01,56,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
cuccial01,54,165,27,41,7,1,4,20.0,0.0,0.0,1,20.0,0.0,2.0,5.0,0.0,6.0,0.24848484848484848,N
cuccito01,1704,6184,730,1729,334,46,94,884.0,42.0,3.0,579,497.0,0.0,18.0,96.0,0.0,121.0,0.27959249676584735,N
cuccuco01,66,52,7,17,4,0,0,5.0,0.0,0.0,4,4.0,0.0,0.0,0.0,0.0,3.0,0.3269230769230769,N
cuddymi01,1536,5488,809,1522,333,42,197,794.0,75.0,22.0,527,1101.0,36.0,49.0,4.0,34.0,183.0,0.27733236151603496,N
cudwoji01,32,116,7,17,3,1,0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.14655172413793102,N
cuellbo01,4,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,N
cuellch01,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,N
cuellmi01,456,661,37,76,8,4,7,33.0,0.0,0.0,9,304.0,0.0,1.0,43.0,2.0,5.0,0.11497730711043873,N
cuetobe01,7,5,1,0,0,0,0,0.0,0.0,0.0,1,1.0,0.0,0.0,2.0,0.0,0.0,0.0,N
cuetojo01,259,454,23,49,1,0,0,15.0,0.0,0.0,13,148.0,0.0,1.0,80.0,1.0,6.0,0.10792951541850221,N
cuetoma01,151,379,36,86,10,1,1,31.0,13.0,0.0,50,26.0,0.0,4.0,19.0,0.0,0.0,0.22691292875989447,N
cuevawi01,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,N
cuffjo01,3,11,1,1,1,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,N
culbech01,182,398,35,93,15,2,6,44.0,8.0,3.0,17,105.0,3.0,5.0,5.0,3.0,13.0,0.23366834170854273,N
culbele01,370,1217,148,324,59,18,14,131.0,27.0,10.0,106,126.0,0.0,3.0,21.0,0.0,32.0,0.26622843056696793,N
culledi01,472,1527,195,372,39,6,2,99.0,19.0,5.0,166,87.0,0.0,5.0,29.0,0.0,37.0,0.24361493123772102,N
culleja01,19,23,0,3,0,0,0,1.0,0.0,0.0,0,11.0,0.0,0.0,0.0,0.0,0.0,0.13043478260869565,N
cullejo01,9,31,2,6,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.1935483870967742,N
cullero01,1181,3879,627,1072,209,32,110,599.0,26.0,20.0,853,399.0,0.0,11.0,44.0,0.0,61.0,0.27635988656870325,N
culleti01,700,1761,155,387,57,9,9,134.0,10.0,9.0,147,219.0,19.0,9.0,32.0,11.0,47.0,0.21976149914821125,N
cullobu01,13,3,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,N
culloni01,174,329,21,49,9,1,0,21.0,0.0,0.0,16,86.0,0.0,0.0,19.0,0.0,0.0,0.14893617021276595,N
culloni02,173,490,49,122,29,12,11,67.0,1.0,4.0,40,128.0,0.0,2.0,6.0,0.0,0.0,0.24897959183673468,N
culmewi01,7,19,0,2,0,0,0,1.0,0.0,1.0,0,4.0,0.0,0.0,0.0,1.0,1.0,0.10526315789473684,N
culpbe01,15,26,5,5,1,0,0,2.0,0.0,0.0,3,3.0,0.0,0.0,1.0,0.0,1.0,0.19230769230769232,N
culpbi01,4,2,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,N
culpra01,322,602,40,74,8,2,1,34.0,0.0,1.0,26,292.0,0.0,1.0,67.0,0.0,8.0,0.12292358803986711,N
culvege01,342,161,8,20,2,1,0,11.0,1.0,0.0,4,63.0,0.0,0.0,20.0,2.0,3.0,0.12422360248447205,N
cumbejo01,110,91,1,9,0,0,0,7.0,0.0,0.0,1,43.0,0.0,0.0,5.0,0.0,2.0,0.0989010989010989,N
cummica01,247,1069,148,227,29,9,0,107.0,3.0,2.0,16,51.0,0.0,0.0,0.0,0.0,0.0,0.21234798877455566,N
cummija01,89,132,15,45,11,1,4,28.0,0.0,0.0,12,18.0,0.0,1.0,6.0,0.0,0.0,0.3409090909090909,N
cummijo01,110,3,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,N
cummimi01,460,1113,136,286,60,8,22,124.0,9.0,6.0,94,200.0,4.0,9.0,5.0,7.0,14.0,0.25696316262353996,N
cummist01,11,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,N
cumptbr01,22,26,1,2,0,0,0,1.0,0.0,0.0,2,11.0,0.0,0.0,4.0,0.0,0.0,0.07692307692307693,N
cunnawi01,186,35,6,7,1,1,0,4.0,0.0,0.0,3,9.0,0.0,0.0,1.0,0.0,0.0,0.2,N
cunniaa01,222,452,47,99,31,3,7,51.0,4.0,6.0,34,110.0,3.0,6.0,5.0,4.0,9.0,0.21902654867256638,N
cunnibe01,358,1172,145,254,32,14,9,124.0,14.0,0.0,64,113.0,0.0,6.0,12.0,0.0,0.0,0.2167235494880546,N
cunnibi01,123,432,42,90,16,6,4,59.0,16.0,0.0,34,0.0,0.0,3.0,21.0,0.0,0.0,0.20833333333333334,N
cunnibi02,318,945,113,270,39,12,9,112.0,17.0,13.0,52,48.0,0.0,5.0,21.0,0.0,0.0,0.2857142857142857,N
cunnibr01,108,109,8,15,4,0,0,5.0,0.0,0.0,12,32.0,0.0,0.0,2.0,0.0,0.0,0.13761467889908258,N
cunnibr02,54,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,N
cunnige01,162,210,27,47,6,3,1,13.0,2.0,0.0,36,67.0,0.0,0.0,7.0,0.0,0.0,0.22380952380952382,N
cunnijo01,1141,3362,525,980,177,26,64,436.0,16.0,27.0,599,369.0,31.0,49.0,26.0,25.0,56.0,0.2914931588340274,N
cunnimi01,6,12,0,4,0,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,N
cunnira01,14,26,4,4,1,0,0,1.0,0.0,0.0,3,4.0,0.0,0.0,1.0,0.0,0.0,0.15384615384615385,N
cunnito01,67,121,20,25,7,0,0,5.0,2.0,2.0,6,26.0,1.0,2.0,1.0,0.0,3.0,0.2066115702479339,N
cuppyni01,314,957,146,223,43,11,1,120.0,10.0,0.0,89,117.0,0.0,5.0,14.0,0.0,0.0,0.2330198537095089,N
curledo01,10,37,7,4,0,1,0,2.0,0.0,0.0,3,0.0,0.0,3.0,1.0,0.0,0.0,0.10810810810810811,N
currasa01,1,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
currela01,8,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,N
currepe01,3,12,5,4,1,0,0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,N
curribi01,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,N
curricl01,55,129,5,20,2,1,0,9.0,1.0,0.0,6,0.0,0.0,1.0,4.0,0.0,0.0,0.15503875968992248,N
currimu01,6,3,0,0,0,0,0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,N
curripe01,3,2,0,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
curryge01,3,5,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
curryji01,10,35,5,8,1,0,0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.22857142857142856,N
curryst01,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,N
curryto01,129,297,33,73,16,2,6,40.0,0.0,2.0,20,69.0,2.0,1.0,1.0,1.0,1.0,0.24579124579124578,N
currywe01,2,8,1,2,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,N
curtich01,1204,4017,648,1061,195,16,101,461.0,212.0,98.0,510,676.0,11.0,40.0,34.0,49.0,102.0,0.26412745830221557,N
curticl01,136,246,11,39,1,0,0,11.0,1.0,0.0,6,52.0,0.0,1.0,11.0,0.0,0.0,0.15853658536585366,N
curtico01,31,59,7,11,3,0,1,8.0,0.0,0.0,4,15.0,0.0,1.0,0.0,0.0,0.0,0.1864406779661017,N
curtier01,56,211,28,55,6,5,1,25.0,5.0,0.0,22,35.0,0.0,3.0,0.0,0.0,0.0,0.26066350710900477,N
curtifr01,2,9,0,2,1,0,0,2.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,N
curtige01,5,19,2,8,1,0,0,3.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.42105263157894735,N
curtiha01,6,9,2,2,0,0,0,1.0,2.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,N
curtija01,69,82,9,15,3,0,2,5.0,0.0,0.0,14,32.0,0.0,0.0,2.0,0.0,0.0,0.18292682926829268,N
curtije01,5,3,0,0,0,0,0,0.0,0.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,N
curtijo01,445,359,29,63,4,3,0,16.0,0.0,0.0,18,157.0,0.0,1.0,39.0,2.0,5.0,0.17548746518105848,N
curtive01,16,4,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,N
curtiza01,21,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,N
curtrgu01,331,1065,147,294,45,16,9,108.0,20.0,20.0,142,124.0,0.0,3.0,17.0,0.0,25.0,0.27605633802816903,N
cushmed01,147,489,47,78,7,4,0,30.0,6.0,0.0,43,7.0,0.0,3.0,0.0,0.0,0.0,0.15950920245398773,N
cushmha01,4,10,0,2,0,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,N
cusicja01,114,242,21,42,4,2,2,22.0,2.0,2.0,23,38.0,0.0,0.0,4.0,0.0,10.0,0.17355371900826447,N
cusicto01,95,332,27,64,7,1,0,15.0,1.0,0.0,8,42.0,0.0,1.0,0.0,0.0,0.0,0.1927710843373494,N
custja01,670,2107,311,510,96,2,105,323.0,6.0,6.0,444,819.0,12.0,12.0,0.0,18.0,32.0,0.24205030849549122,N
cuthbch01,147,521,55,140,30,2,13,54.0,2.0,0.0,36,105.0,0.0,0.0,1.0,2.0,14.0,0.2687140115163148,N
cuthbne01,452,2113,453,537,74,17,8,179.0,69.0,9.0,65,35.0,0.0,0.0,0.0,0.0,0.0,0.25414103170847135,N
cutshge01,1516,5621,629,1487,195,89,25,653.0,271.0,68.0,300,242.0,0.0,26.0,266.0,0.0,0.0,0.2645436755025796,N
cuyleki01,1879,7161,1305,2299,394,157,128,1065.0,328.0,27.0,676,752.0,0.0,85.0,176.0,0.0,53.0,0.3210445468509985,Y
cuylemi01,490,1386,227,329,47,23,10,119.0,77.0,26.0,121,273.0,0.0,16.0,37.0,7.0,15.0,0.23737373737373738,N
cvengmi01,146,174,19,35,5,2,0,13.0,0.0,1.0,15,22.0,0.0,0.0,9.0,0.0,0.0,0.20114942528735633,N
cyperal01,1,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,N
cyrer01,5,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,N
czajkji01,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,N
daalom01,392,270,23,53,8,0,2,21.0,0.0,0.0,14,61.0,0.0,0.0,31.0,0.0,9.0,0.1962962962962963,N
dacqujo01,267,181,12,23,5,0,1,12.0,0.0,1.0,18,101.0,0.0,2.0,13.0,1.0,1.0,0.1270718232044199,N
dadepa01,439,1313,186,355,54,7,10,107.0,57.0,33.0,113,193.0,6.0,6.0,17.0,15.0,25.0,0.27037319116527037,N
dagenjo01,2,3,0,0,0,0,0,0.0,0.0,0.0,1,2.0,0.0,0.0,1.0,0.0,0.0,0.0,N
daglipe01,12,13,0,1,0,0,0,2.0,0.0,0.0,1,3.0,0.0,0.0,2.0,0.0,0.0,0.07692307692307693,N
dagrean01,8,15,5,4,0,0,0,3.0,0.0,0.0,1,2.0,0.0,0.0,1.0,2.0,0.0,0.26666666666666666,N
dahlda01,63,222,42,70,12,4,7,24.0,5.0,0.0,15,59.0,0.0,0.0,0.0,0.0,3.0,0.3153153153153153,N
dahlebi01,2443,9031,1589,2457,413,163,84,1233.0,547.0,0.0,1064,269.0,0.0,140.0,155.0,0.0,0.0,0.27206289447458754,N
dahlgba01,1137,4045,470,1056,174,37,82,569.0,18.0,11.0,390,401.0,0.0,22.0,49.0,0.0,121.0,0.2610630407911001,N
dahlja01,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,N
dahlkje01,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,N
daiglca01,34,18,2,2,2,0,0,0.0,0.0,0.0,0,8.0,0.0,0.0,1.0,0.0,1.0,0.1111111111111111,N
dailebi01,119,26,2,5,0,0,1,4.0,0.0,0.0,2,13.0,0.0,0.0,1.0,0.0,1.0,0.19230769230769232,N
dailejo01,29,118,19,21,5,4,0,13.0,3.0,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.17796610169491525,N
dailesa01,20,17,0,1,0,0,0,1.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,N
dailevi01,64,246,41,71,5,7,0,32.0,17.0,0.0,33,23.0,0.0,0.0,0.0,0.0,0.0,0.2886178861788618,N
dailyco01,628,2214,280,541,74,22,2,262.0,94.0,0.0,208,208.0,0.0,21.0,4.0,0.0,0.0,0.24435411020776873,N
dailyed01,640,2573,396,616,92,35,19,288.0,235.0,0.0,125,222.0,0.0,5.0,0.0,0.0,0.0,0.23940924990283716,N
dailyhu01,167,562,53,88,13,2,0,17.0,0.0,0.0,28,79.0,0.0,0.0,0.0,0.0,0.0,0.15658362989323843,N
daisege01,1,4,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
dalcabr01,316,150,11,17,1,1,0,5.0,0.0,0.0,7,59.0,0.0,2.0,14.0,0.0,2.0,0.11333333333333333,N
daleca01,4,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,N
dalege01,91,139,3,31,3,1,0,7.0,0.0,0.0,5,32.0,0.0,0.0,8.0,0.0,0.0,0.22302158273381295,N
dalenpe01,5,7,0,1,1,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,N
dalesma01,79,129,17,31,7,0,3,17.0,1.0,0.0,3,14.0,0.0,1.0,0.0,2.0,6.0,0.24031007751937986,N
daleybi01,66,189,21,30,2,1,2,16.0,2.0,0.0,11,29.0,0.0,1.0,0.0,0.0,0.0,0.15873015873015872,N
daleybu01,248,291,23,56,5,0,0,22.0,0.0,0.0,16,35.0,0.0,3.0,20.0,0.0,4.0,0.19243986254295534,N
daleyjo01,18,52,7,9,0,0,1,3.0,4.0,0.0,9,0.0,0.0,2.0,1.0,0.0,0.0,0.17307692307692307,N
daleyju01,80,264,30,66,11,2,1,20.0,4.0,0.0,26,25.0,0.0,5.0,14.0,0.0,0.0,0.25,N
daleyma01,112,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,N
daleype01,391,1084,93,259,49,8,18,120.0,2.0,2.0,87,187.0,15.0,3.0,6.0,1.0,42.0,0.238929889298893,N
daleyto01,183,472,73,113,9,8,0,29.0,18.0,15.0,68,57.0,0.0,5.0,17.0,0.0,0.0,0.23940677966101695,N
dalledo01,746,1945,242,520,110,23,22,303.0,16.0,1.0,310,150.0,0.0,3.0,11.0,0.0,48.0,0.26735218508997427,N
dallibr01,27,50,9,13,3,0,1,7.0,0.0,1.0,4,7.0,0.0,1.0,0.0,1.0,1.0,0.26,N
dalryab01,951,4172,813,1202,217,81,43,407.0,58.0,0.0,204,359.0,0.0,8.0,0.0,0.0,0.0,0.288111217641419,N
dalrybi01,3,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
dalrycl01,1079,3042,243,710,98,23,55,327.0,3.0,13.0,387,403.0,77.0,22.0,54.0,27.0,66.0,0.23339907955292571,N
daltoja01,345,1163,167,333,39,15,4,112.0,52.0,0.0,129,112.0,0.0,9.0,45.0,0.0,0.0,0.2863284608770421,N
daltomi01,4,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,N
dalybe01,10,21,2,4,0,2,0,4.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.19047619047619047,N
dalyge01,3,9,0,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,N
dalyjo01,23,78,8,21,4,1,0,7.0,1.0,0.0,3,2.0,0.0,0.0,0.0,0.0,0.0,0.2692307692307692,N
dalysu01,13,48,5,12,0,2,0,7.0,0.0,0.0,1,4.0,0.0,0.0,0.0,0.0,0.0,0.25,N
dalyto01,1566,5692,1024,1582,262,103,49,811.0,385.0,0.0,687,401.0,0.0,52.0,60.0,0.0,0.0,0.27793394237526353,N
dalyto02,244,540,49,129,17,3,0,55.0,5.0,7.0,25,43.0,0.0,1.0,8.0,0.0,0.0,0.2388888888888889,N
damasja01,5,5,1,1,0,0,0,1.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.2,N
dambi01,1,2,1,1,1,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,N
